r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.2923982269113758,0.2677144441292145,1915.591606416689,11.845762438109311,1.439956419749971e-6,3,-805.8590219633201,1621.7180439266401,1634.2170922782914,315576243.42137015,86,90
